institute,category,course_num,course_name,credit,semester,description
bulletin.hofstra.edu,ECO,ECO151A,Readings in Economics,1-3,,Periodically  Intensive reading; oral and written work in one area. Open only to students interested in advanced work in economics who have received agreement of a faculty member who will serve as supervisor.Prerequisite(s)/Course Notes: ECO 001 ; 002   and permission of chairperson. Open only to students interested in advanced work in economics who have received agreement of a faculty member who will serve as supervisor. May be repeated twice for credit when topics vary.
bulletin.hofstra.edu,ECO,ECO152A,Readings in Economics,1-3,,Periodically  Intensive reading; oral and written work in one area. Open only to students interested in advanced work in economics who have received agreement of a faculty member who will serve as supervisor.Prerequisite(s)/Course Notes: ECO 001 ; 002   and permission of chairperson. Open only to students interested in advanced work in economics who have received agreement of a faculty member who will serve as supervisor. May be repeated twice for credit when topics vary.
bulletin.hofstra.edu,ECO,ECO155,Economics Internship,1-4,Fall&Spring,January; SummerSubject to prior approval by the department chairperson; economics majors may receive credit for an internship which they have been offered.  Students will learn how to apply skills learned in their economics major to work outside the academic setting.  Prerequisite(s)/Course Notes: ECO 001 ; 002 . To be eligible; the internship in question must involve training for a position in which a college degree would be necessary for full-time employment and in which a major in economics would be considered beneficial. The number of semester hours (s.h.); to be determined by the department chairperson within a range of one to four s.h.; depends on the type of work and number of hours worked. Generally; students can expect to get one s.h. per 32 hours worked. The course includes on-site and academic work; both of which will be assessed for determination of the final grade. Students are expected to keep a journal or blog; with weekly updates. They will meet with their faculty supervisor assigned to the course at least three times to discuss journal/blog and paper preparations. At the end of the course; students will write a paper (7-10 pages per s.h.) about their internship experience and the role of economics in that work assignment. Eligible student must be economics majors with a GPA of 3.0 or better; both overall and in economics. Evaluation of intern by on-site supervisor will be included in the grade determination; an on-site evaluation of “poor” will result in a final grade no higher than “C.” Internship may be repeated for up to 6 s.h.
bulletin.hofstra.edu,ECO,ECO165,Urban and Regional Economics,3,,Periodically Explores the structure of cities and regions; the location of corporate (manufacturing; commercial; financial) activities; housing; transportation; recreational facilities within and across regions; influence of government tax; subsidy; investment; regulatory policies; emphasis on the United States.Prerequisite(s)/Course Notes: ECO 002 ; geography majors and minors may substitute GEOG 103   or GEOG 135  for ECO 002 . May be used towards the 27 semester hours in geography required for geography majors.
bulletin.hofstra.edu,ECO,ECO169,Industrial Economics,3,,Periodically An introduction to the economic analysis of the evolution of industries; this  course focuses on the origins of specific economic sectors and the factors influencing  their evolution. A review of historical evidence motivates the development of  theoretical models concentrating on various aspects of market competition; business  strategy and structure; and innovation.Prerequisite(s)/Course Notes: ECO 002 .
bulletin.hofstra.edu,ECO,ECO170,Economics of Innovation,3,,Periodically An introduction to the analysis of technological innovation as the most important vehicle and consequence of competition in many industries; as a force that governments long have tried to support and direct; and as the principal driving force behind economic growth.  The course is structured around the following themes: the determinants of the rate and direction of technological innovation; the organization of industrial R&D; the role of scientific research institutions in support of innovation; the relationship between innovation and economic growth; institutions and policies promoting technology-transfer and capability-building in developing countries.Prerequisite(s)/Cour
bulletin.hofstra.edu,ECO,ECO171,Law and Economics,3,,Periodically An exploration of the applications of economic analysis to legal issues: analysis of major cases in selected areas of the law encompassing economic rights; including but not limited to; property; contract; environmental and antitrust law.Prerequisite(s)/Course Notes: ECO 002 .
bulletin.hofstra.edu,ECO,ECO172,Economic Perspectives on Games and Social Interactions,3,,Periodically The course focuses on the economic analysis of interactive processes by which individual decisions contribute to the emergence of collective outcomes.  Building upon a thorough study of rationality as a property of individual and collective choices; the course introduces students to basic concepts in classical game theory and its economic applications; and to models of social interactions wherein individual behavior shapes the social environment and responds to it.  Topics covered include social learning in technology and financial markets; adverse selection phenomena; and evolutionary methods in the analysis of games and social interactions.Prerequisite(s)/Course Notes: ECO 002 .  (Formerly Seminar: Economic Theory.)
bulletin.hofstra.edu,ECO,ECO173,Economics of Organization and the Firm,3,,PeriodicallyAn exploration of different approaches to the application of economic principles to the analysis of firms and other organizations.  Emphasis is on theories that regard firms as collections of resources and capabilities; or as means for coordinating and managing economic activities such as production; decision-making; and information-processing.  Topics covered include: the role of organizations and markets in the division of labor; determinants of the scope and heterogeneity of business enterprises; the internal organization of the firm; and the relationship between ownership and control of the firm.  Course is designed to promote the development of students’ competency in critical analysis and the oral presentation of economic research.Prerequisite(s)/Course Notes: ECO 002 .  (Formerly 150; Modern Economic Theory.)
bulletin.hofstra.edu,ECO,ECO180,Mathematical Methods in Economics,3,Spring,This course introduces students to the application of selected mathematical tools (including matrix algebra; calculus; and computational techniques) to specific areas of economic analysis selected by the instructor.Prerequisite(s)/Course Notes: MATH 061 ; ECO 001  and ECO 002 . (Formerly Introduction to Mathematical Economics.)
